action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,15095029,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@H](N)Cc1ccc(I)cc1,,,CHEMBL3351537,Eur J Med Chem,2014.0,"{'bei': '13.87', 'le': '0.36', 'lle': '3.55', 'sei': '7.93'}",CHEMBL3330054,,CHEMBL3330054,5.56,0,http://www.openphacts.org/units/Nanomolar,2255781,=,1,1,=,,IC50,nM,,2730.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,2.73
,Not Determined,15095030,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@H](N)Cc1ccc(C(F)(F)F)cc1,,,CHEMBL3351537,Eur J Med Chem,2014.0,,CHEMBL3330055,,CHEMBL3330055,,0,,2255782,,1,0,,,IC50,,,,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,,,,
,Not Determined,15095031,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C[C@@H](N)CC(=O)N2C[C@@H](F)C[C@H]2C#N)cc1,,,CHEMBL3351537,Eur J Med Chem,2014.0,,CHEMBL3330056,,CHEMBL3330056,,0,,2255783,,1,0,,,IC50,,,,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,,,,
,,15095032,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@H](N)Cc1ccc(Cl)cc1Cl,,,CHEMBL3351537,Eur J Med Chem,2014.0,"{'bei': '16.77', 'le': '0.36', 'lle': '3.05', 'sei': '8.23'}",CHEMBL3330057,,CHEMBL3330057,5.77,0,http://www.openphacts.org/units/Nanomolar,2255784,=,1,1,=,,IC50,nM,,1690.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,1.69
,,15095033,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@H](N)Cc1ccc(Cl)c(Cl)c1,,,CHEMBL3351537,Eur J Med Chem,2014.0,"{'bei': '15.44', 'le': '0.33', 'lle': '2.60', 'sei': '7.58'}",CHEMBL3330058,,CHEMBL3330058,5.32,0,http://www.openphacts.org/units/Nanomolar,2255785,=,1,1,=,,IC50,nM,,4830.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,4.83
,Not Determined,15095034,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@H](N)Cc1cc(F)cc(F)c1,,,CHEMBL3351537,Eur J Med Chem,2014.0,,CHEMBL3330059,,CHEMBL3330059,,0,,2255786,,1,0,,,IC50,,,,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,,,,
,,15095035,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,,,CHEMBL3351537,Eur J Med Chem,2014.0,"{'bei': '16.61', 'le': '0.32', 'lle': '3.64', 'sei': '7.80'}",CHEMBL3330060,,CHEMBL3330060,5.47,0,http://www.openphacts.org/units/Nanomolar,2255787,=,1,1,=,,IC50,nM,,3380.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,3.38
,Not Determined,15095036,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@@H](N)Cc1ccccc1,,,CHEMBL3351537,Eur J Med Chem,2014.0,,CHEMBL3330061,,CHEMBL3330061,,0,,2255788,,1,0,,,IC50,,,,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,,,,
,,15095037,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,,,CHEMBL3351537,Eur J Med Chem,2014.0,"{'bei': '11.09', 'le': '0.22', 'lle': '2.50', 'sei': '5.86'}",CHEMBL1422,SITAGLIPTIN,CHEMBL1422,4.52,0,http://www.openphacts.org/units/Nanomolar,2255789,=,1,1,=,,IC50,nM,,30390.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,30.39
,,15095038,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,,,CHEMBL3351537,Eur J Med Chem,2014.0,"{'bei': '17.89', 'le': '0.34', 'lle': '4.26', 'sei': '7.11'}",CHEMBL142703,VILDAGLIPTIN,CHEMBL142703,5.43,0,http://www.openphacts.org/units/Nanomolar,2255790,=,1,1,=,,IC50,nM,,3720.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,3.72
,Not Active,15095039,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)Cc1ccccc1,,,CHEMBL3351537,Eur J Med Chem,2014.0,,CHEMBL3330062,,CHEMBL3330062,,0,,2255791,,1,0,,,IC50,,,,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,,,,
,,15095040,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)Cc1ccccc1Cl,,,CHEMBL3351537,Eur J Med Chem,2014.0,"{'bei': '13.45', 'le': '0.27', 'lle': '1.57', 'sei': '6.37'}",CHEMBL3330063,,CHEMBL3330063,4.46,0,http://www.openphacts.org/units/Nanomolar,2255792,=,1,1,=,,IC50,nM,,34410.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,34.41
,,15095041,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1C[C@@H](N)CC(=O)N1[C@H](C#N)C[C@@H]2CCC[C@@H]21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3351537,Eur J Med Chem,2014.0,,CHEMBL3330064,,CHEMBL3330064,,0,http://www.openphacts.org/units/Nanomolar,2255793,=,1,1,=,,IC50,nM,,109880.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,109.88
,Not Active,15099580,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)Cc1cccc(F)c1,,,CHEMBL3351537,Eur J Med Chem,2014.0,,CHEMBL3330065,,CHEMBL3330065,,0,,2255794,,1,0,,,IC50,,,,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,,,,
,,15099581,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)Cc1ccc(F)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3351537,Eur J Med Chem,2014.0,,CHEMBL3330066,,CHEMBL3330066,,0,http://www.openphacts.org/units/Nanomolar,2255795,=,1,1,=,,IC50,nM,,153700.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,153.7
,Not Determined,15099582,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)Cc1ccc(I)cc1,,,CHEMBL3351537,Eur J Med Chem,2014.0,,CHEMBL3330067,,CHEMBL3330067,,0,,2255796,,1,0,,,IC50,,,,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,,,,
,Not Determined,15099583,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)Cc1ccc(C(F)(F)F)cc1,,,CHEMBL3351537,Eur J Med Chem,2014.0,,CHEMBL3330068,,CHEMBL3330068,,0,,2255797,,1,0,,,IC50,,,,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,,,,
,Not Determined,15099584,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C[C@@H](N)CC(=O)N2[C@H](C#N)C[C@@H]3CCC[C@@H]32)cc1,,,CHEMBL3351537,Eur J Med Chem,2014.0,,CHEMBL3330069,,CHEMBL3330069,,0,,2255798,,1,0,,,IC50,,,,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,,,,
,,15099585,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)Cc1ccc(Cl)cc1Cl,,,CHEMBL3351537,Eur J Med Chem,2014.0,"{'bei': '14.78', 'le': '0.31', 'lle': '1.86', 'sei': '7.72'}",CHEMBL3330070,,CHEMBL3330070,5.42,0,http://www.openphacts.org/units/Nanomolar,2255799,=,1,1,=,,IC50,nM,,3850.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,3.85
,Not Determined,15099586,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)Cc1ccc(Cl)c(Cl)c1,,,CHEMBL3351537,Eur J Med Chem,2014.0,,CHEMBL3330071,,CHEMBL3330071,,0,,2255800,,1,0,,,IC50,,,,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,,,,
,Not Determined,15099587,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)Cc1cc(F)cc(F)c1,,,CHEMBL3351537,Eur J Med Chem,2014.0,,CHEMBL3330072,,CHEMBL3330072,,0,,2255801,,1,0,,,IC50,,,,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,,,,
,,15099588,[],CHEMBL3370159,Inhibition of FAP (unknown origin) expressed in baculovirus expression system using Nle-Pro-AMC as substrate by continuous fluorometric assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,,,CHEMBL3351537,Eur J Med Chem,2014.0,"{'bei': '13.96', 'le': '0.27', 'lle': '2.24', 'sei': '6.99'}",CHEMBL3330073,,CHEMBL3330073,4.90,0,http://www.openphacts.org/units/Nanomolar,2255802,=,1,1,=,,IC50,nM,,12460.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,12.46
,,15714147,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ccc3ccccc3c1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,"{'bei': '9.91', 'le': '0.18', 'lle': '2.86', 'sei': '5.69'}",CHEMBL3616903,,CHEMBL3616903,4.39,0,http://www.openphacts.org/units/Nanomolar,2501221,=,1,1,=,,IC50,nM,,41000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,41.0
,,15714148,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ccc3ccccc3n1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,"{'bei': '11.24', 'le': '0.21', 'lle': '4.06', 'sei': '5.54'}",CHEMBL3616902,,CHEMBL3616902,4.99,0,http://www.openphacts.org/units/Nanomolar,2501220,=,1,1,=,,IC50,nM,,10300.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,10.3
,,15714149,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1nc(OC)c3ccccc3n1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,"{'bei': '12.48', 'le': '0.23', 'lle': '5.59', 'sei': '5.28'}",CHEMBL3616901,,CHEMBL3616901,5.92,0,http://www.openphacts.org/units/Nanomolar,2501219,=,1,1,=,,IC50,nM,,1200.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,1.2
,,15714150,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ncc3ccccc3n1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,"{'bei': '12.92', 'le': '0.24', 'lle': '5.42', 'sei': '5.58'}",CHEMBL3616900,,CHEMBL3616900,5.75,0,http://www.openphacts.org/units/Nanomolar,2501218,=,1,1,=,,IC50,nM,,1800.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,1.8
,,15714151,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(NCCNC(=O)c2ccncc2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,,CHEMBL3616899,,CHEMBL3616899,,0,http://www.openphacts.org/units/Nanomolar,2501217,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,10.0
,,15714152,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(NCCNC(C)=O)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,,CHEMBL3616898,,CHEMBL3616898,,0,http://www.openphacts.org/units/Nanomolar,2501216,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,10.0
,,15714153,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(NCC(N)=O)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,,CHEMBL3616897,,CHEMBL3616897,,0,http://www.openphacts.org/units/Nanomolar,2501215,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,100.0
,,15714154,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CC(=O)N[C@H](CO)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,"{'bei': '10.91', 'le': '0.20', 'lle': '5.96', 'sei': '3.91'}",CHEMBL3616896,,CHEMBL3616896,5.48,0,http://www.openphacts.org/units/Nanomolar,2501214,=,1,1,=,,IC50,nM,,3300.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,3.3
,,15714155,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CCNC(=O)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,"{'bei': '12.11', 'le': '0.22', 'lle': '5.56', 'sei': '4.77'}",CHEMBL3616895,,CHEMBL3616895,5.72,0,http://www.openphacts.org/units/Nanomolar,2501213,=,1,1,=,,IC50,nM,,1900.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,1.9
,,15714156,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CCC[C@@H](NC(C)=O)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,,CHEMBL3616894,,CHEMBL3616894,,0,http://www.openphacts.org/units/Nanomolar,2501212,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,10.0
,,15714157,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(OCC)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,,CHEMBL3616893,,CHEMBL3616893,,0,http://www.openphacts.org/units/Nanomolar,2501211,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,100.0
,,15714158,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CCCCC2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,,CHEMBL3616892,,CHEMBL3616892,,0,http://www.openphacts.org/units/Nanomolar,2501210,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,10.0
,,15714159,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CCN3CCC[C@H]3C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,"{'bei': '9.95', 'le': '0.18', 'lle': '3.46', 'sei': '5.27'}",CHEMBL3616891,,CHEMBL3616891,4.96,0,http://www.openphacts.org/units/Nanomolar,2501209,=,1,1,=,,IC50,nM,,11000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,11.0
,,15714160,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,"{'bei': '13.37', 'le': '0.25', 'lle': '5.50', 'sei': '5.96'}",CHEMBL3616890,,CHEMBL3616890,6.13,0,http://www.openphacts.org/units/Nanomolar,2501208,=,1,1,=,,IC50,nM,,740.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.74
,,15714161,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,"{'bei': '13.61', 'le': '0.25', 'lle': '5.28', 'sei': '5.50'}",CHEMBL237500,LINAGLIPTIN,CHEMBL237500,6.43,0,http://www.openphacts.org/units/Nanomolar,2501203,=,1,1,=,,IC50,nM,,370.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.37
,,15714162,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1ccnc2ccccc12,,,CHEMBL3616424,Medchemcomm,2014.0,"{'bei': '24.63', 'le': '0.46', 'lle': '6.76', 'sei': '9.85'}",CHEMBL3233842,,CHEMBL3233842,8.48,1,http://www.openphacts.org/units/Nanomolar,2501202,=,1,1,=,,IC50,nM,,3.3,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.0033
,,15714163,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,,,CHEMBL3616424,Medchemcomm,2014.0,"{'bei': '33.42', 'le': None, 'lle': None, 'sei': None}",CHEMBL67279,TALABOSTAT,CHEMBL67279,7.16,1,http://www.openphacts.org/units/Nanomolar,2501201,=,1,1,=,,IC50,nM,,70.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.07
,,15714164,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1csc(CO)n1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,,CHEMBL3616888,,CHEMBL3616888,,0,http://www.openphacts.org/units/Nanomolar,2501200,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,100.0
,,15714165,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ccccc1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,,CHEMBL3616904,,CHEMBL3616904,,0,http://www.openphacts.org/units/Nanomolar,2501222,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,100.0
,,15714166,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1cccc(C#N)c1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,,CHEMBL3616905,,CHEMBL3616905,,0,http://www.openphacts.org/units/Nanomolar,2501223,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,100.0
,,15714167,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ccc(-c3ccccc3C#N)cc1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,,CHEMBL3616906,,CHEMBL3616906,,0,http://www.openphacts.org/units/Nanomolar,2501224,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,100.0
,,15714168,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1nn(-c3ccccc3)nc1C)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,,CHEMBL3616907,,CHEMBL3616907,,0,http://www.openphacts.org/units/Nanomolar,2501225,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,100.0
,,15714169,[],CHEMBL3620563,Binding affinity to FAP (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ccc(-n3cccn3)cc1)c(=O)n2C,,,CHEMBL3616424,Medchemcomm,2014.0,,CHEMBL3616908,,CHEMBL3616908,,0,http://www.openphacts.org/units/Nanomolar,2501226,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,50.0
