Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Smiles,IC50,pChEMBL Value
CHEMBL2206986,,None,701,2,5.25,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC(=O)N6CCC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,250,6.6
CHEMBL2207050,,None,687.02,2,5.73,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CCN6CCC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,110,6.96
CHEMBL248131,,None,400.52,1,5.57,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(O)c3)c2)cc1O,700,6.16
CHEMBL3813811,,None,284.75,0,3.48,Nc1nc(NCc2ccc(Cl)cc2)c2ccccc2n1,25000,
CHEMBL165,RESVERATROL,3,228.25,0,2.97,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,2600,5.58
CHEMBL140,,None,368.39,0,3.37,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,9000,5.05
CHEMBL3814529,,None,376.51,0,4,CNc1cccc(NCCCc2cccc(NCCCc3ccccn3)n2)n1,17000,4.77
CHEMBL3814719,,None,348.45,0,3.22,CNc1cccc(NCCc2cccc(NCCc3ccccn3)n2)n1,25000,4.6
CHEMBL492023,,None,389.24,1,5.27,CN(C)c1ccc(/C=C/c2cc3ccc(I)cc3o2)cc1,2800,5.55
CHEMBL204357,,None,523.67,2,5.06,CCC[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O,200,6.7
CHEMBL396543,,None,560.16,2,5.71,O=C(OC[C@H]1CCC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,16,7.8
CHEMBL231125,,None,492.04,0,4.01,CN1CCN(C(=O)OCCCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1,780,6.11
CHEMBL2402070,,None,388.51,1,5.55,COc1cc(/C=C/c2ccc(NCc3ccccc3N(C)C)cc2)cc(OC)c1,,
CHEMBL2402159,,None,378.38,0,4.49,O=[N+]([O-])c1ccc(O)c(CNc2ccc(/C=C/c3cc(O)cc(O)c3)cc2)c1,7060,5.15
CHEMBL194274,,None,300.35,0,4.9,CC(C(=O)O)c1ccc(-c2csc3ccccc23)c(F)c1,,
CHEMBL3797646,,None,404.47,0,3.85,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1,71.28,7.15
CHEMBL3800317,,None,446.5,0,4.33,COc1ccc(/C=C/C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1OC,49.14,7.31
CHEMBL1084944,,None,254.29,0,3.55,CNc1ccc(-c2cc3ccc(OC)cc3o2)cn1,66,7.18
CHEMBL140,,None,368.39,0,3.37,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,11300,4.95
CHEMBL3593276,,None,752.77,3,5.65,CCN1/C(=C/C=C/c2sc3ccc(OCCCO[N+](=O)[O-])cc3[n+]2CC)Sc2ccc(OCCCO[N+](=O)[O-])cc21.O=S(=O)([O-])C(F)(F)F,26000,4.58
CHEMBL247727,,None,389.45,1,5.16,COc1cc(/C=C/c2cc(C)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,1400,5.85
CHEMBL247929,,None,452.35,1,5.37,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N)c(OC)c3)n2)ccc1N,1100,5.96
CHEMBL3594079,,None,328.32,0,2.88,COc1cc(-c2cc(-c3c(O)cccc3O)[nH]n2)cc(OC)c1O,2900,5.54
CHEMBL4852639,,None,355.43,0,3.77,O=c1cc(/C=C/c2ccc(OCCCN3CCCCC3)cc2)occ1O,3260,5.49
CHEMBL4862604,,None,357.41,0,2.62,O=c1cc(/C=C/c2ccc(OCCCN3CCOCC3)cc2)occ1O,4120,5.38
CHEMBL4857779,,None,343.42,0,3.63,CCN(CC)CCCOc1ccc(/C=C/c2cc(=O)c(O)co2)cc1,3950,5.4
CHEMBL4870117,,None,355.43,0,3.69,Cc1oc(/C=C/c2ccc(OCCCN3CCCC3)cc2)cc(=O)c1O,7010,5.15
CHEMBL4859825,,None,369.46,0,4.08,Cc1oc(/C=C/c2ccc(OCCCN3CCCCC3)cc2)cc(=O)c1O,6260,5.2
CHEMBL4850978,,None,472.63,1,6.04,CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1,3780,5.42
CHEMBL4861956,,None,374.4,0,3.08,COc1ccc2[nH]c(C(=O)Nc3ccc4nc5n(c(=O)c4c3)CCC5)cc2c1,1210,5.92
CHEMBL4871461,,None,378.82,0,3.73,O=C(Nc1ccc2nc3n(c(=O)c2c1)CCC3)c1cc2cc(Cl)ccc2[nH]1,1690,5.77
CHEMBL4466197,,None,270.05,None,None,OB1Oc2cc(O)ccc2C=C1c1cc(O)cc(O)c1,21700,4.66
CHEMBL4740154,,None,234.3,0,0.82,C#CCN(C)CCCn1ccc(=O)c(O)c1C,2850,5.54
CHEMBL3813916,,None,425.54,0,4.34,CNc1cccc(CCNc2cccc(CCN(c3ccccn3)c3ccccn3)n2)n1,240000,
CHEMBL197202,,None,336.36,1,5.05,CC(C(=O)O)c1ccc(-c2ccc(-c3ccc(O)cc3)cc2)c(F)c1,35000,4.46
CHEMBL205400,,None,587.76,2,6.46,CCC[C@H](C(=O)NCc1ccco1)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O,3000,5.52
CHEMBL372751,,None,366.48,1,6.29,CC1(C)CCC(c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC1,46000,4.34
CHEMBL364738,,None,340.44,1,5.9,CC(C)(C(=O)O)c1ccc(-c2ccc(C3CCCCC3)cc2)c(F)c1,,
CHEMBL4096474,,None,441.62,1,6.01,CN1CCC(c2c[nH]c3cc(Nc4ccc5[nH]cc(C6CCN(C)CC6)c5c4)ccc23)CC1,15300,4.82
CHEMBL311039,,None,311.42,0,3.32,CC12CCC(C1)C(C)(C)C2NS(=O)(=O)c1ccc(F)cc1,5000,5.3
CHEMBL324842,ROSMARINIC ACID,None,360.32,0,1.76,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,71900,4.14
CHEMBL297453,EPIGALOCATECHIN GALLATE,3,458.38,2,2.23,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,500,6.3
CHEMBL3330738,,None,485.64,1,9.04,N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1,10000,
CHEMBL2408098,,None,351.4,0,3.53,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCCC3)cc2)c(O)c1,14600,4.84
CHEMBL181529,,None,365.39,0,4.44,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)on2)ccc1O,138,6.86
CHEMBL3327246,,None,513.64,2,6.02,COc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,13400,4.87
CHEMBL231160,MEMOQUIN,None,632.89,2,6.27,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,5930,5.23
CHEMBL3582126,,None,342.35,0,1.62,C[C@]1(O)c2ccc3c(c2C(=O)c2occ([C@@H](O)CCO)c21)CCC3=O,95900,4.02
CHEMBL3582133,,None,342.39,0,2.61,C[C@@]12C(=O)CC[C@H]1C1=C(C[C@H]2O)[C@@]2(C)CC[C@H](O)c3coc(c32)C1=O,43500,4.36
CHEMBL2425958,,None,349.39,0,2.47,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccccc1,50000,
CHEMBL2425955,,None,321.34,0,2.21,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1-c1ccccc1,18400,4.74
CHEMBL2425953,,None,321.34,0,2.21,Cc1nc2cccc(/C=C/C(=O)NO)c2c(=O)n1-c1ccccc1,50000,
CHEMBL194838,,None,338.42,1,5.66,O=C(O)C1(c2ccc(-c3ccc(C4CCCCC4)cc3)c(F)c2)CC1,,
CHEMBL427548,,None,368.35,1,5.55,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(F)cc4)c(F)c3)c(F)c2)CC1,57900,4.24
CHEMBL4292488,,None,248.66,0,3.17,O=c1cc(/C=C/c2ccc(Cl)cc2)occ1O,,
CHEMBL4282190,,None,232.21,0,2.65,O=c1cc(/C=C/c2cccc(F)c2)occ1O,17680,4.75
CHEMBL4284114,,None,259.22,0,2.42,O=c1cc(/C=C/c2ccc([N+](=O)[O-])cc2)occ1O,,
CHEMBL4088780,,None,327.38,0,4.66,Fc1ccc(Nc2ccc3c(C4CCNCC4)c[nH]c3c2)cc1F,24000,4.62
CHEMBL3622258,,None,669.78,3,7.03,CC(C)c1c(NC(=O)/C=C/c2ccc(O)c(O)c2)cc2c(c1[N+](=O)[O-])CC[C@H]1[C@](C)(CNC(=O)/C=C/c3ccc(O)c(O)c3)CCC[C@]21C,3960,5.4
CHEMBL509088,,None,277.37,0,4.98,Cc1ccc2oc(/C=C/c3ccc(N(C)C)cc3)cc2c1,130,6.89
CHEMBL491407,,None,281.33,0,4.81,CN(C)c1ccc(/C=C/c2cc3ccc(F)cc3o2)cc1,2190,5.66
CHEMBL3087674,,None,743.05,3,5.06,CC(C)Cc1ccc(C(C)C(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)C(C)c3ccc(CC(C)C)cc3)=CC2=O)cc1,4830,5.32
CHEMBL4440350,,None,546.71,1,4.38,CN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(C)Cc2ccccc2)cc1O)Cc1ccccc1,3550,5.45
CHEMBL4474151,,None,606.76,1,4.4,COc1ccccc1CN(C)CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(C)Cc2ccccc2OC)cc1O,3450,5.46
CHEMBL3797381,,None,406.44,0,3.62,COc1cc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)ccc1O,37.36,7.43
CHEMBL3799950,,None,476.53,0,4.33,COc1cc(/C=C/C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,45.88,7.34
CHEMBL165,RESVERATROL,3,228.25,0,2.97,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4100,5.39
CHEMBL3814189,,None,268.3,0,2.96,Nc1nc(NCc2ccc(F)cc2)nc2ccccc12,25000,
CHEMBL3814631,,None,329.2,0,3.59,Nc1nc(NCc2ccc(Br)cc2)c2ccccc2n1,14800,4.83
CHEMBL3814813,,None,202.26,0,2.03,CCCNc1nc(N)nc2ccccc12,14900,4.83
CHEMBL3813788,,None,280.33,0,2.83,COc1ccc(CNc2nc(N)nc3ccccc23)cc1,1100,5.96
CHEMBL3937398,,None,367.49,0,3.59,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1[C@@]21N=C(C)C(N)=N1,0.9,9.05
CHEMBL3667039,,None,452.38,0,4.32,COC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccco1,650,6.19
CHEMBL6246,ELLAGIC ACID,2,302.19,0,1.31,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,300000,
CHEMBL3667021,,None,504.38,2,5.79,CC(C)(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,15000,
CHEMBL3667034,,None,470.41,1,6.06,CNc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(NC)c(C(F)(F)F)c2)cc1C(F)(F)F,5800,5.24
CHEMBL3667037,,None,529.39,2,5.68,N#CCCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,300,6.52
CHEMBL238271,,None,499.07,0,4.57,CCCC1(O)CCN(C(=O)OC2([C@H]3CCC[C@@H](CC)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)C1,190,6.72
CHEMBL231449,,None,546.13,2,5.32,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,120,6.92
CHEMBL395312,,None,546.13,2,5.33,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,360,6.44
CHEMBL2425954,,None,321.34,0,2.21,Cc1nc2ccc(/C=C/C(=O)NO)cc2c(=O)n1-c1ccccc1,50000,
CHEMBL2425953,,None,321.34,0,2.21,Cc1nc2cccc(/C=C/C(=O)NO)c2c(=O)n1-c1ccccc1,50000,
CHEMBL573,NIACIN,4,123.11,0,0.78,O=C(O)c1cccnc1,43700,4.36
CHEMBL2425956,,None,321.34,0,2.21,Cc1nc2c(/C=C/C(=O)NO)cccc2c(=O)n1-c1ccccc1,50000,
CHEMBL2425954,,None,321.34,0,2.21,Cc1nc2ccc(/C=C/C(=O)NO)cc2c(=O)n1-c1ccccc1,50000,
CHEMBL3357256,,None,268.3,0,2.96,Nc1nc(NCc2ccc(F)cc2)c2ccccc2n1,25000,
CHEMBL3813788,,None,280.33,0,2.83,COc1ccc(CNc2nc(N)nc3ccccc23)cc1,25000,
CHEMBL3667026,,None,548.39,2,5.24,O=C(O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,1300,5.89
CHEMBL247931,,None,400.52,1,6.13,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(OC)c3)c2)cc1OC,600,6.22
CHEMBL167970,,None,436.99,1,5.53,Oc1c(CN2CCCC2)cc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,5100,5.29
CHEMBL2203389,,None,253.24,0,3.51,Fc1ccc2nc(-c3ccc4cc[nH]c4c3)oc2n1,45.3,7.34
CHEMBL4098927,,None,328.37,0,4.05,Fc1ccc(Nc2ccc3c(C4CCNCC4)c[nH]c3n2)cc1F,30000,4.52
CHEMBL4104620,,None,360.38,0,4.79,FC(F)(F)c1ccc(Nc2ccc3c(C4CCNCC4)c[nH]c3c2)cn1,24000,4.62
CHEMBL4063009,,None,341.41,0,5,CN1CCC(c2c[nH]c3cc(Nc4ccc(F)c(F)c4)ccc23)CC1,48000,4.32
CHEMBL4101130,,None,341.41,0,4.67,Cn1cc(C2CCNCC2)c2ccc(Nc3ccc(F)c(F)c3)cc21,42000,4.38
CHEMBL4069543,,None,258.23,0,2.16,O=c1cc(/C=C/c2ccc([N+](=O)[O-])cc2)[nH]cc1O,,
CHEMBL4074006,,None,229.24,0,1.96,O=c1cc(/C=C/c2ccc(O)cc2)[nH]cc1O,10720,4.97
CHEMBL153,TROLOX,None,250.29,0,2.49,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,
CHEMBL140,,None,368.39,0,3.37,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,18730,4.73
CHEMBL3667024,,None,576.44,2,5.72,CCOC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,380,6.42
CHEMBL410263,ORANGE G SODIUM,None,452.38,0,3.45,O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccccc3)c(O)ccc2c1.[Na+].[Na+],8700,5.06
CHEMBL140,,None,368.39,0,3.37,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,1500,5.82
CHEMBL3814189,,None,268.3,0,2.96,Nc1nc(NCc2ccc(F)cc2)nc2ccccc12,25000,
CHEMBL3814965,,None,202.26,0,2.03,CC(C)Nc1nc(N)nc2ccccc12,10200,4.99
CHEMBL3814123,,None,264.33,0,2.87,Nc1nc(NCCc2ccccc2)c2ccccc2n1,7800,5.11
CHEMBL3814631,,None,329.2,0,3.59,Nc1nc(NCc2ccc(Br)cc2)c2ccccc2n1,80,7.1
CHEMBL3814383,,None,284.75,0,3.48,Nc1nc(NCc2cccc(Cl)c2)c2ccccc2n1,1900,5.72
CHEMBL3814349,,None,318.3,0,3.84,Nc1nc(NCc2cccc(C(F)(F)F)c2)c2ccccc2n1,3500,5.46
CHEMBL392144,,None,499.07,0,4.57,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(O)(CC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,4.3,8.37
CHEMBL2436703,,None,618.78,2,6.48,O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12,6500,5.19
CHEMBL276915,7-HYDROXYFLAVONE,None,238.24,0,3.17,O=c1cc(-c2ccccc2)oc2cc(O)ccc12,,
CHEMBL3814429,,None,280.33,0,2.83,COc1cccc(CNc2nc(N)nc3ccccc23)c1,,
CHEMBL3814001,,None,329.2,0,3.59,Nc1nc(NCc2ccc(Br)cc2)nc2ccccc12,1700,5.77
CHEMBL3943188,,None,434.49,0,4.62,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(F)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,4.8,8.32
CHEMBL3961886,,None,381.52,0,3.98,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1C21N=C(C)C(N)=N1,1.5,8.82
CHEMBL3741529,,None,491.59,0,3.21,C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)N(C)C3=O)C(=O)Nc1cc2c(cc15)OC(C)(C)C=CO2,300000,
CHEMBL450926,,None,299.46,0,3.24,CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1cccs1,2700,5.57
CHEMBL3741268,,None,280.33,0,3.47,COc1ccc(-c2ccc(N3N=C(C)CC3=O)cc2)cc1,5100,5.29
CHEMBL1778349,,None,534,1,3.05,O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@]2(O)C1)C1CC1,29,7.54
CHEMBL3814324,,None,280.33,0,2.83,COc1cccc(CNc2nc(N)c3ccccc3n2)c1,25000,
CHEMBL4589690,,None,552.49,2,5.86,COc1ccc(-c2cc(=O)c3c(O)c(Oc4ccc(-c5cc(=O)c6c(O)cc(O)cc6o5)cc4)c(O)cc3o2)cc1,50000,
CHEMBL4228823,,None,373.46,0,3.3,O=C(/C=C/c1ccccc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,8860,5.05
CHEMBL3813971,,None,264.33,0,3.13,Cc1ccc(CNc2nc(N)nc3ccccc23)cc1,25000,
CHEMBL3899321,,None,373.47,0,3.54,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)F)cc1C21N=C(C)C(N)=N1,2.5,8.6
CHEMBL4111103,,None,445.35,0,2.15,CC(F)(F)c1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,310,6.51
CHEMBL3893021,,None,363.51,0,3.81,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)C)cc1[C@@]21N=C(C)C(N)=N1,1.6,8.8
CHEMBL3898248,,None,409.45,0,4.13,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC(F)(F)F)cc1[C@@]21N=C(C)C(N)=N1,0.7,9.15
CHEMBL3672731,,None,446.98,1,5.38,CO[C@H]1CC[C@@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,92,7.04
CHEMBL2063874,,None,296.78,0,3.03,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(N)c1,30000,4.52
CHEMBL4225226,,None,407.9,0,3.95,O=C(/C=C/c1ccc(Cl)cc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,22550,4.65
CHEMBL4225989,,None,393.46,0,3.36,O=C(CCc1ccc(F)cc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,20610,4.69
CHEMBL378225,,None,578.74,1,3.03,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,100000,
CHEMBL3961645,,None,498.58,0,4.58,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(Cc4ccc5c(c4)OCO5)CC3)cc1)C2,,
CHEMBL240055,,None,622.18,2,6.52,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,0.3,9.52
CHEMBL240284,,None,541.02,1,4.64,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC[C@@H](O)C1,17,7.77
CHEMBL4870723,,None,371.85,0,2.15,CNS(=O)(=O)c1cc(C(=O)N(C)C)c(NCc2ccco2)cc1Cl,6560,5.18
CHEMBL4475538,,None,528.68,1,4.82,CN1c2ccccc2Sc2cc(/C=C3/SC(=S)N(CC(=O)OCC4COC(C)(C)O4)C3=O)ccc21,60,7.22
CHEMBL4532056,,None,254.24,0,1.45,CCOC(=O)c1cc(O)c(C(=O)OCC)cc1O,,
CHEMBL4527242,,None,574.77,2,5.16,CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(CC)Cc2ccccc2)cc1O)Cc1ccccc1,3860,5.41
CHEMBL469159,,None,204.22,0,2.57,CC1(C)C=Cc2cc(C(=O)O)ccc2O1,300000,
CHEMBL3819454,,None,484.6,1,6.06,O=C1C(=Cc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C(=O)c2ccccc21,11750,4.93
CHEMBL3814103,,None,264.33,0,3.13,Cc1cccc(CNc2nc(N)c3ccccc3n2)c1,25000,
CHEMBL3939963,,None,381.52,0,3.98,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC3CC3)cc1C21N=C(C)C(N)=N1,0.8,9.1
CHEMBL3741682,,None,477.56,0,2.87,C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)NC3=O)C(=O)Nc1c5ccc2c1OC=CC(C)(C)O2,300000,
CHEMBL3742311,,None,188.23,0,2.11,CC1=NN(c2cccc(C)c2)C(=O)C1,,
CHEMBL1880288,,None,188.23,0,2.11,CC1=NN(c2ccccc2C)C(=O)C1,,
CHEMBL3740979,,None,202.26,0,2.42,CC1=NN(c2cc(C)ccc2C)C(=O)C1,50000,
CHEMBL3742186,,None,206.22,0,2.25,CC1=NN(c2cc(F)ccc2C)C(=O)C1,,
CHEMBL3739456,,None,224.26,0,2.95,CC1=NN(c2ccc3ccccc3c2)C(=O)C1,,
CHEMBL3740346,,None,242.2,0,2.82,CC1=NN(c2ccc(C(F)(F)F)cc2)C(=O)C1,,
CHEMBL3740705,,None,204.23,0,1.81,COc1cccc(N2N=C(C)CC2=O)c1,50000,
CHEMBL3739861,,None,341.41,1,5.27,CC1=NN(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(=O)C1,50000,
CHEMBL3741680,,None,294.35,0,3.52,CC1=NN(c2cccc(COCc3ccccc3)c2)C(=O)C1,27000,4.57
CHEMBL3235503,,None,514.76,2,7.45,c1ccc2c(NCCSSCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,24200,4.62
CHEMBL4641877,,None,328.5,1,6.37,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(C)cc(O)cc1O,19900,4.7
CHEMBL3298066,,None,286.24,0,2.13,O=C1/C(=C/c2ccc(O)c(O)c2)Oc2c1ccc(O)c2O,2700,5.57
CHEMBL3297746,,None,316.26,0,2.29,COc1c(-c2ccc(O)c(O)c2)oc2c(O)c(O)ccc2c1=O,5400,5.27
CHEMBL579205,FLUTEMETAMOL,4,274.32,0,3.85,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,24,7.62
CHEMBL2048311,,None,286.26,0,2.74,COc1ccc2oc(-c3ccc(C(N)=O)nc3F)cc2c1,32,7.5
CHEMBL2048314,,None,285.28,0,2.77,CNc1ccc(-c2cc3cc(C(N)=O)ccc3o2)nc1F,32,7.5
CHEMBL2063873,,None,469.78,1,6.21,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(/N=C/c2cc(Cl)cc(Cl)c2O)c1,13000,4.89
CHEMBL4455417,,None,320.11,None,None,OB1Oc2ccc3ccc(O)cc3c2C=C1c1cc(O)cc(O)c1,4900,5.31
CHEMBL4476718,,None,320.11,None,None,OB1Oc2ccc3cc(O)ccc3c2C=C1c1ccc(O)c(O)c1,4600,5.34
CHEMBL4554367,,None,660.9,2,5.29,CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(CC)Cc2ccccc2N(C)C)cc1O)Cc1ccccc1N(C)C,3710,5.43
CHEMBL4225563,,None,548.82,1,4.41,c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCOCC2)c1,7900,5.1
CHEMBL4228719,,None,403.48,0,3.31,COc1ccc(/C=C/C(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1,,
CHEMBL2408105,,None,401.46,0,4.27,COc1ccc(C(=O)/C=C/c2ccc(C(=O)NCCc3ccccc3)cc2)c(O)c1,19100,4.72
CHEMBL3911126,,None,361.4,0,4.14,COc1cc(O)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1,520,6.28
CHEMBL27246,CINNAMIC ACID,None,148.16,0,1.78,O=C(O)/C=C/c1ccccc1,100000,
CHEMBL416955,CHLOROGENIC ACID METHYL ESTER,None,368.34,0,-0.56,COC(=O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,100000,
CHEMBL76,CHLOROQUINE,4,319.88,0,4.81,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,7000,5.16
CHEMBL317760,,None,480.06,1,5.9,CCN(CC)Cc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,1500,5.82
CHEMBL4226641,,None,519.73,1,3.85,CN(C)Cc1ccccc1-c1cc(C(=O)NCCN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,10000,
CHEMBL138623,,None,339.87,1,5.47,CCN(CC)Cc1cccc(Nc2ccnc3cc(Cl)ccc23)c1,10400,4.98
CHEMBL4225842,,None,534.75,1,3.92,CN(C)Cc1ccccc1Nc1cc(C(=O)NCCN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,10000,
